ID,TIPO_INCIDENCIA,FECHA_REPORTE,ESTADO,UsuarioID,MantenimeintoID,TIEMPO_RESOLUCION
9703,Mal_funcionamiento,2024-06-17T00:00:00Z,Abierta,525-07-6278,5879,290
9703,Mal_funcionamiento,2024-06-17T00:00:00Z,Abierta,525-07-6278,8118,290
9704,Vandalismo,2023-11-27T00:00:00Z,Abierta,879-74-6355,6903,185
9705,Rotura,2024-05-28T00:00:00Z,Cerrada,862-05-2806,4637,285
9706,Mal_funcionamiento,2024-06-20T00:00:00Z,Cerrada,373-49-6238,7285,200
9707,Rotura,2024-03-21T00:00:00Z,Abierta,679-40-2352,7279,35
9708,Mal_funcionamiento,2023-11-11T00:00:00Z,Cerrada,584-21-3117,12615,252
9708,Mal_funcionamiento,2023-11-11T00:00:00Z,Cerrada,584-21-3117,13685,252
9708,Mal_funcionamiento,2023-11-11T00:00:00Z,Cerrada,584-21-3117,13799,252
9709,Vandalismo,2024-04-10T00:00:00Z,Cerrada,723-97-3508,1539,112
9710,Rotura,2024-02-23T00:00:00Z,Cerrada,503-87-4994,12976,283
9711,Vandalismo,2024-09-30T00:00:00Z,Cerrada,837-93-3220,12084,58
9712,Vandalismo,2023-11-21T00:00:00Z,Cerrada,261-89-3181,8904,36
9712,Vandalismo,2023-11-21T00:00:00Z,Cerrada,261-89-3181,10228,36
9713,Desgaste,2024-07-20T00:00:00Z,Cerrada,194-50-9180,3059,175
9714,Vandalismo,2023-10-16T00:00:00Z,Abierta,451-40-7225,2166,285
9715,Mal_funcionamiento,2024-03-01T00:00:00Z,Cerrada,044-00-9442,14234,259
9716,Vandalismo,2024-02-16T00:00:00Z,Cerrada,086-70-3542,3891,313
9716,Vandalismo,2024-02-16T00:00:00Z,Cerrada,086-70-3542,5245,313
9717,Vandalismo,2024-03-21T00:00:00Z,Abierta,442-26-8719,4973,212
9718,Vandalismo,2024-10-11T00:00:00Z,Cerrada,211-61-5793,2793,142
9718,Vandalismo,2024-10-11T00:00:00Z,Cerrada,211-61-5793,8661,142
9719,Rotura,2023-11-21T00:00:00Z,Cerrada,317-82-1207,659,201
9720,Rotura,2023-12-11T00:00:00Z,Cerrada,224-46-4446,357,350
9720,Rotura,2023-12-11T00:00:00Z,Cerrada,224-46-4446,13395,350
9721,Vandalismo,2024-07-24T00:00:00Z,Cerrada,090-08-3238,1293,180
9722,Desgaste,2024-09-07T00:00:00Z,Cerrada,264-51-1791,13007,258
9722,Desgaste,2024-09-07T00:00:00Z,Cerrada,264-51-1791,14031,258
9723,Desgaste,2024-05-25T00:00:00Z,Cerrada,023-14-6848,8508,102
9724,Desgaste,2023-12-05T00:00:00Z,Abierta,878-05-1162,9925,357
9724,Desgaste,2023-12-05T00:00:00Z,Abierta,878-05-1162,10410,357
9725,Vandalismo,2023-12-21T00:00:00Z,Cerrada,967-90-4792,6596,26
9725,Vandalismo,2023-12-21T00:00:00Z,Cerrada,967-90-4792,6637,26
9726,Rotura,2023-11-24T00:00:00Z,Abierta,228-50-0262,12472,175
9727,Mal_funcionamiento,2024-01-20T00:00:00Z,Abierta,660-42-3037,3557,12
9728,Desgaste,2024-09-14T00:00:00Z,Abierta,404-21-4531,5597,117
9728,Desgaste,2024-09-14T00:00:00Z,Abierta,404-21-4531,13441,117
9729,Desgaste,2023-11-05T00:00:00Z,Cerrada,939-46-3279,4519,254
9729,Desgaste,2023-11-05T00:00:00Z,Cerrada,939-46-3279,5474,254
9729,Desgaste,2023-11-05T00:00:00Z,Cerrada,939-46-3279,7958,254
9730,Desgaste,2024-07-26T00:00:00Z,Abierta,166-31-0291,8268,210
9731,Desgaste,2024-03-25T00:00:00Z,Abierta,932-92-0467,4040,194
9731,Desgaste,2024-03-25T00:00:00Z,Abierta,932-92-0467,5058,194
9732,Mal_funcionamiento,2024-08-26T00:00:00Z,Abierta,216-77-1965,9691,335
9733,Rotura,2024-06-16T00:00:00Z,Abierta,567-44-1606,3570,315
9734,Rotura,2023-12-30T00:00:00Z,Cerrada,552-24-6641,13686,238
9735,Mal_funcionamiento,2024-09-03T00:00:00Z,Cerrada,452-98-8850,12955,336
9736,Rotura,2024-02-29T00:00:00Z,Cerrada,350-24-5420,257,27
9736,Rotura,2024-02-29T00:00:00Z,Cerrada,350-24-5420,10108,27
9737,Mal_funcionamiento,2023-10-17T00:00:00Z,Abierta,901-50-6296,9130,53
9738,Desgaste,2023-11-10T00:00:00Z,Abierta,547-68-5109,1539,258
9739,Mal_funcionamiento,2023-10-26T00:00:00Z,Abierta,444-62-7129,1529,195
9740,Mal_funcionamiento,2024-03-02T00:00:00Z,Abierta,785-19-9709,5133,259
9740,Mal_funcionamiento,2024-03-02T00:00:00Z,Abierta,785-19-9709,8962,259
9741,Vandalismo,2024-02-04T00:00:00Z,Abierta,569-41-3089,2056,214
9742,Vandalismo,2024-02-29T00:00:00Z,Abierta,921-32-5804,8219,263
9743,Rotura,2024-06-09T00:00:00Z,Abierta,585-67-9692,13935,242
9744,Desgaste,2024-07-14T00:00:00Z,Cerrada,518-22-4180,13246,332
9745,Vandalismo,2024-04-22T00:00:00Z,Cerrada,368-28-0114,6787,172
9745,Vandalismo,2024-04-22T00:00:00Z,Cerrada,368-28-0114,11593,172
9746,Mal_funcionamiento,2024-03-22T00:00:00Z,Abierta,011-53-8622,1821,183
9746,Mal_funcionamiento,2024-03-22T00:00:00Z,Abierta,011-53-8622,8955,183
9746,Mal_funcionamiento,2024-03-22T00:00:00Z,Abierta,011-53-8622,10302,183
9747,Mal_funcionamiento,2024-02-25T00:00:00Z,Cerrada,108-55-0827,10893,80
9747,Mal_funcionamiento,2024-02-25T00:00:00Z,Cerrada,108-55-0827,11486,80
9748,Rotura,2024-07-15T00:00:00Z,Cerrada,614-97-9640,10095,197
9749,Desgaste,2024-09-13T00:00:00Z,Cerrada,849-34-0819,5218,37
9750,Rotura,2024-09-13T00:00:00Z,Abierta,946-93-7538,14551,219
9751,Vandalismo,2024-03-22T00:00:00Z,Abierta,792-33-8533,4864,25
9752,Rotura,2024-04-21T00:00:00Z,Abierta,511-73-8319,9447,184
9753,Mal_funcionamiento,2024-09-05T00:00:00Z,Abierta,526-34-3190,4217,14
9753,Mal_funcionamiento,2024-09-05T00:00:00Z,Abierta,526-34-3190,10841,14
9754,Rotura,2024-07-22T00:00:00Z,Abierta,081-42-8727,13572,288
9755,Desgaste,2024-08-12T00:00:00Z,Abierta,470-20-7278,1095,318
9756,Mal_funcionamiento,2024-07-01T00:00:00Z,Cerrada,416-78-5713,7236,15
9757,Mal_funcionamiento,2024-02-25T00:00:00Z,Abierta,612-80-2611,13610,348
9758,Vandalismo,2024-02-15T00:00:00Z,Abierta,452-51-6015,12940,122
9759,Mal_funcionamiento,2024-01-18T00:00:00Z,Cerrada,559-53-7633,8255,61
9760,Mal_funcionamiento,2023-11-19T00:00:00Z,Cerrada,193-18-4017,13396,213
9761,Desgaste,2024-08-12T00:00:00Z,Abierta,919-70-9912,8421,224
9762,Vandalismo,2024-05-10T00:00:00Z,Cerrada,994-35-3688,1177,58
9762,Vandalismo,2024-05-10T00:00:00Z,Cerrada,994-35-3688,5581,58
9763,Rotura,2023-11-26T00:00:00Z,Abierta,449-83-3845,8489,293
9763,Rotura,2023-11-26T00:00:00Z,Abierta,449-83-3845,10038,293
9764,Desgaste,2024-05-08T00:00:00Z,Cerrada,139-01-2432,5292,118
9765,Desgaste,2024-07-21T00:00:00Z,Cerrada,490-30-7943,2689,82
9766,Mal_funcionamiento,2024-09-22T00:00:00Z,Abierta,240-96-1431,9894,200
9766,Mal_funcionamiento,2024-09-22T00:00:00Z,Abierta,240-96-1431,12282,200
9767,Vandalismo,2023-12-09T00:00:00Z,Abierta,914-94-8829,5011,133
9768,Rotura,2023-10-18T00:00:00Z,Cerrada,770-30-5009,13038,58
9769,Desgaste,2024-04-08T00:00:00Z,Cerrada,041-76-8180,2309,297
9769,Desgaste,2024-04-08T00:00:00Z,Cerrada,041-76-8180,14549,297
9770,Mal_funcionamiento,2023-12-25T00:00:00Z,Cerrada,427-38-8325,1493,339
9771,Rotura,2024-02-07T00:00:00Z,Cerrada,242-36-5727,13568,364
9772,Vandalismo,2024-05-26T00:00:00Z,Cerrada,129-45-3473,3096,330
9772,Vandalismo,2024-05-26T00:00:00Z,Cerrada,129-45-3473,9504,330
9773,Rotura,2024-01-25T00:00:00Z,Abierta,253-91-5633,9157,224
9774,Desgaste,2024-06-27T00:00:00Z,Abierta,396-47-6069,9444,38
9775,Vandalismo,2023-12-28T00:00:00Z,Cerrada,117-12-8233,11571,155
9776,Vandalismo,2024-09-20T00:00:00Z,Abierta,897-88-5702,7984,50
9777,Desgaste,2024-08-13T00:00:00Z,Cerrada,531-05-2673,6515,182
9778,Vandalismo,2023-12-26T00:00:00Z,Abierta,748-63-8804,12615,24
9778,Vandalismo,2023-12-26T00:00:00Z,Abierta,748-63-8804,13685,24
9778,Vandalismo,2023-12-26T00:00:00Z,Abierta,748-63-8804,13799,24
9779,Mal_funcionamiento,2024-03-16T00:00:00Z,Abierta,858-43-4482,8795,38
9780,Mal_funcionamiento,2023-12-19T00:00:00Z,Cerrada,599-55-1310,11222,148
9781,Rotura,2024-05-06T00:00:00Z,Abierta,721-46-2890,533,305
9782,Vandalismo,2023-12-14T00:00:00Z,Abierta,594-40-2446,5905,6
9783,Mal_funcionamiento,2024-09-27T00:00:00Z,Cerrada,519-33-6962,3933,70
9784,Desgaste,2024-09-17T00:00:00Z,Abierta,288-08-3515,3681,30
9785,Rotura,2024-06-25T00:00:00Z,Cerrada,851-92-0384,11534,153
9786,Rotura,2024-04-16T00:00:00Z,Cerrada,197-89-9817,139,121
9787,Vandalismo,2024-03-31T00:00:00Z,Abierta,000-80-2204,7706,124
9788,Mal_funcionamiento,2024-07-26T00:00:00Z,Abierta,538-02-1987,156,211
9788,Mal_funcionamiento,2024-07-26T00:00:00Z,Abierta,538-02-1987,3127,211
9788,Mal_funcionamiento,2024-07-26T00:00:00Z,Abierta,538-02-1987,5144,211
9789,Desgaste,2024-07-30T00:00:00Z,Abierta,971-66-2166,12169,80
9790,Vandalismo,2024-08-22T00:00:00Z,Abierta,216-32-7342,13621,147
9791,Desgaste,2024-02-22T00:00:00Z,Cerrada,625-89-4476,4999,81
9791,Desgaste,2024-02-22T00:00:00Z,Cerrada,625-89-4476,14030,81
9792,Desgaste,2024-05-24T00:00:00Z,Cerrada,018-54-7351,7301,108
9793,Rotura,2024-02-23T00:00:00Z,Cerrada,854-56-1043,8507,22
9794,Mal_funcionamiento,2024-09-28T00:00:00Z,Abierta,836-55-2765,1272,315
9795,Rotura,2024-03-05T00:00:00Z,Abierta,656-19-5114,11994,348
9796,Vandalismo,2024-02-20T00:00:00Z,Cerrada,513-25-4109,6945,281
9796,Vandalismo,2024-02-20T00:00:00Z,Cerrada,513-25-4109,12067,281
9797,Vandalismo,2024-04-07T00:00:00Z,Cerrada,987-27-3238,4275,219
9798,Vandalismo,2023-11-17T00:00:00Z,Cerrada,497-11-8965,14736,353
9799,Vandalismo,2023-10-24T00:00:00Z,Cerrada,407-65-6277,982,42
9800,Mal_funcionamiento,2024-07-25T00:00:00Z,Abierta,655-80-6691,9953,301
9800,Mal_funcionamiento,2024-07-25T00:00:00Z,Abierta,655-80-6691,12760,301
9801,Rotura,2024-01-01T00:00:00Z,Cerrada,118-83-3522,6787,57
9801,Rotura,2024-01-01T00:00:00Z,Cerrada,118-83-3522,11593,57
9802,Desgaste,2024-08-20T00:00:00Z,Abierta,452-56-9105,1314,280
9803,Vandalismo,2024-05-10T00:00:00Z,Cerrada,976-74-6506,425,193
9803,Vandalismo,2024-05-10T00:00:00Z,Cerrada,976-74-6506,4446,193
9804,Vandalismo,2024-04-15T00:00:00Z,Cerrada,478-75-7296,674,220
9805,Desgaste,2024-04-06T00:00:00Z,Cerrada,675-79-6839,1307,325
9805,Desgaste,2024-04-06T00:00:00Z,Cerrada,675-79-6839,13580,325
9806,Mal_funcionamiento,2023-11-11T00:00:00Z,Abierta,865-80-5839,4779,228
9807,Rotura,2024-04-06T00:00:00Z,Abierta,179-04-1404,714,144
9808,Mal_funcionamiento,2023-11-18T00:00:00Z,Abierta,555-84-0509,11808,226
9809,Vandalismo,2024-04-27T00:00:00Z,Abierta,681-58-2466,6086,258
9810,Mal_funcionamiento,2024-03-31T00:00:00Z,Abierta,496-57-5968,8186,70
9811,Rotura,2024-10-05T00:00:00Z,Abierta,533-75-4757,11379,150
9811,Rotura,2024-10-05T00:00:00Z,Abierta,533-75-4757,12738,150
9812,Rotura,2024-04-14T00:00:00Z,Abierta,709-57-4578,5263,292
9813,Desgaste,2023-12-28T00:00:00Z,Abierta,118-44-2449,1828,156
9814,Mal_funcionamiento,2024-03-03T00:00:00Z,Cerrada,192-80-7940,1665,244
9814,Mal_funcionamiento,2024-03-03T00:00:00Z,Cerrada,192-80-7940,8724,244
9815,Desgaste,2024-05-08T00:00:00Z,Cerrada,018-99-5030,5716,278
9816,Mal_funcionamiento,2024-07-22T00:00:00Z,Abierta,693-28-5928,1318,259
9816,Mal_funcionamiento,2024-07-22T00:00:00Z,Abierta,693-28-5928,8919,259
9817,Mal_funcionamiento,2024-03-19T00:00:00Z,Cerrada,821-21-6395,9649,197
9818,Mal_funcionamiento,2024-01-02T00:00:00Z,Cerrada,151-22-3593,11189,64
9819,Vandalismo,2023-10-20T00:00:00Z,Cerrada,566-86-2247,11994,15
9820,Desgaste,2024-04-12T00:00:00Z,Cerrada,743-26-3181,5881,322
9821,Vandalismo,2023-10-25T00:00:00Z,Abierta,665-91-3119,13656,266
9822,Rotura,2024-02-07T00:00:00Z,Cerrada,849-94-7091,8373,54
9823,Mal_funcionamiento,2023-11-29T00:00:00Z,Cerrada,321-75-7954,9817,205
9824,Mal_funcionamiento,2024-02-21T00:00:00Z,Cerrada,541-41-0504,3347,109
9824,Mal_funcionamiento,2024-02-21T00:00:00Z,Cerrada,541-41-0504,12125,109
9825,Rotura,2024-08-24T00:00:00Z,Cerrada,336-13-6225,3433,269
9826,Rotura,2024-04-04T00:00:00Z,Cerrada,675-68-4968,13822,282
9827,Desgaste,2024-09-21T00:00:00Z,Cerrada,197-89-9817,7462,32
9827,Desgaste,2024-09-21T00:00:00Z,Cerrada,197-89-9817,13892,32
9828,Rotura,2024-03-29T00:00:00Z,Abierta,549-37-3293,5131,64
9828,Rotura,2024-03-29T00:00:00Z,Abierta,549-37-3293,6663,64
9828,Rotura,2024-03-29T00:00:00Z,Abierta,549-37-3293,10454,64
9829,Mal_funcionamiento,2023-12-14T00:00:00Z,Cerrada,291-48-1153,1445,89
9830,Vandalismo,2023-10-21T00:00:00Z,Abierta,863-79-8795,4102,333
9831,Rotura,2024-05-06T00:00:00Z,Cerrada,020-52-3744,12225,290
9832,Desgaste,2024-03-01T00:00:00Z,Cerrada,166-71-7893,6098,364
9832,Desgaste,2024-03-01T00:00:00Z,Cerrada,166-71-7893,12897,364
9833,Vandalismo,2024-03-10T00:00:00Z,Abierta,855-18-8611,8812,263
9834,Vandalismo,2023-11-24T00:00:00Z,Cerrada,307-66-4376,8388,362
9835,Vandalismo,2024-07-10T00:00:00Z,Cerrada,153-29-2209,13487,365
9836,Vandalismo,2024-06-04T00:00:00Z,Abierta,860-62-1039,12333,286
9837,Rotura,2024-08-21T00:00:00Z,Abierta,927-65-7090,641,159
9837,Rotura,2024-08-21T00:00:00Z,Abierta,927-65-7090,8940,159
9838,Rotura,2024-09-04T00:00:00Z,Abierta,513-25-2401,6373,352
9839,Rotura,2024-08-25T00:00:00Z,Cerrada,969-20-4485,9036,296
9840,Rotura,2024-10-10T00:00:00Z,Cerrada,720-30-0348,4621,124
9841,Mal_funcionamiento,2024-08-01T00:00:00Z,Abierta,447-55-9758,1152,215
9842,Desgaste,2023-04-11T00:00:00Z,Abierta,831-52-1925,11852,285
9843,Desgaste,2024-08-10T00:00:00Z,Cerrada,527-08-3973,10963,262
9844,Mal_funcionamiento,2023-10-28T00:00:00Z,Abierta,015-33-3443,3916,271
9845,Vandalismo,2024-01-26T00:00:00Z,Abierta,988-16-4121,2525,185
9846,Mal_funcionamiento,2024-04-05T00:00:00Z,Abierta,153-29-2209,13059,77
9847,Mal_funcionamiento,2024-09-18T00:00:00Z,Abierta,850-92-5459,11744,306
9848,Mal_funcionamiento,2024-01-23T00:00:00Z,Abierta,782-33-5851,6901,195
9849,Mal_funcionamiento,2024-07-25T00:00:00Z,Abierta,798-13-4063,2506,17
9849,Mal_funcionamiento,2024-07-25T00:00:00Z,Abierta,798-13-4063,8275,17
9850,Rotura,2024-10-03T00:00:00Z,Abierta,746-00-8945,875,322
9851,Mal_funcionamiento,2024-07-07T00:00:00Z,Cerrada,615-37-2279,8391,202
9852,Rotura,2024-08-02T00:00:00Z,Cerrada,113-84-8698,13866,355
9853,Mal_funcionamiento,2024-05-05T00:00:00Z,Cerrada,426-36-1185,7625,288
9853,Mal_funcionamiento,2024-05-05T00:00:00Z,Cerrada,426-36-1185,8498,288
9854,Vandalismo,2024-02-16T00:00:00Z,Abierta,113-80-2772,8721,252
9855,Mal_funcionamiento,2024-04-27T00:00:00Z,Abierta,909-83-5987,4854,178
9855,Mal_funcionamiento,2024-04-27T00:00:00Z,Abierta,909-83-5987,9858,178
9856,Vandalismo,2024-08-25T00:00:00Z,Cerrada,229-13-6806,9101,163
9857,Rotura,2024-04-05T00:00:00Z,Abierta,595-53-5170,8406,362
9857,Rotura,2024-04-05T00:00:00Z,Abierta,595-53-5170,9228,362
9857,Rotura,2024-04-05T00:00:00Z,Abierta,595-53-5170,10737,362
9858,Desgaste,2023-11-05T00:00:00Z,Cerrada,372-25-5627,2371,202
9858,Desgaste,2023-11-05T00:00:00Z,Cerrada,372-25-5627,6155,202
9859,Vandalismo,2024-02-16T00:00:00Z,Cerrada,785-35-7367,9243,187
9860,Vandalismo,2024-07-16T00:00:00Z,Abierta,696-23-4863,2765,67
9861,Mal_funcionamiento,2024-01-20T00:00:00Z,Abierta,677-28-4853,247,153
9862,Vandalismo,2024-03-13T00:00:00Z,Cerrada,586-18-5374,640,320
9863,Desgaste,2024-05-19T00:00:00Z,Abierta,432-49-8930,647,2
9864,Rotura,2024-10-06T00:00:00Z,Abierta,425-77-4526,3645,155
9865,Mal_funcionamiento,2024-02-28T00:00:00Z,Abierta,764-81-8399,8798,125
9866,Desgaste,2023-10-17T00:00:00Z,Cerrada,643-46-9320,2156,111
9866,Desgaste,2023-10-17T00:00:00Z,Cerrada,643-46-9320,13193,111
9867,Mal_funcionamiento,2024-05-07T00:00:00Z,Cerrada,232-31-7274,4807,163
9867,Mal_funcionamiento,2024-05-07T00:00:00Z,Cerrada,232-31-7274,8598,163
9868,Mal_funcionamiento,2024-05-28T00:00:00Z,Cerrada,684-28-2356,2114,48
9868,Mal_funcionamiento,2024-05-28T00:00:00Z,Cerrada,684-28-2356,6099,48
9869,Desgaste,2024-03-04T00:00:00Z,Cerrada,913-21-6536,7012,276
9870,Vandalismo,2024-08-27T00:00:00Z,Abierta,899-03-5669,9497,253
9871,Rotura,2024-04-25T00:00:00Z,Cerrada,063-88-0706,1320,121
9872,Rotura,2024-09-21T00:00:00Z,Cerrada,783-77-3189,1604,170
9872,Rotura,2024-09-21T00:00:00Z,Cerrada,783-77-3189,1755,170
9872,Rotura,2024-09-21T00:00:00Z,Cerrada,783-77-3189,3439,170
9872,Rotura,2024-09-21T00:00:00Z,Cerrada,783-77-3189,3691,170
9873,Vandalismo,2024-03-22T00:00:00Z,Cerrada,295-89-7242,9738,363
9873,Vandalismo,2024-03-22T00:00:00Z,Cerrada,295-89-7242,13164,363
9874,Vandalismo,2023-12-29T00:00:00Z,Abierta,276-13-1786,14135,145
9875,Vandalismo,2024-04-30T00:00:00Z,Abierta,486-49-1713,7994,214
9876,Vandalismo,2024-08-15T00:00:00Z,Cerrada,822-95-5728,2659,279
9877,Rotura,2024-08-30T00:00:00Z,Cerrada,608-00-1013,2756,234
9878,Desgaste,2024-06-27T00:00:00Z,Cerrada,855-26-7639,12242,294
9879,Rotura,2024-09-19T00:00:00Z,Abierta,065-74-3739,3088,309
9880,Mal_funcionamiento,2024-08-04T00:00:00Z,Cerrada,436-10-1935,5462,350
9880,Mal_funcionamiento,2024-08-04T00:00:00Z,Cerrada,436-10-1935,5831,350
9880,Mal_funcionamiento,2024-08-04T00:00:00Z,Cerrada,436-10-1935,10856,350
9881,Rotura,2023-12-08T00:00:00Z,Cerrada,780-24-0390,3889,360
9882,Vandalismo,2024-07-16T00:00:00Z,Cerrada,390-42-0141,7537,306
9883,Rotura,2024-03-11T00:00:00Z,Abierta,855-54-4622,10909,315
9884,Vandalismo,2024-02-10T00:00:00Z,Abierta,681-76-1685,10503,136
9885,Desgaste,2024-06-22T00:00:00Z,Abierta,859-93-4730,7163,3
9886,Vandalismo,2023-10-28T00:00:00Z,Cerrada,575-30-1641,13650,172
9887,Vandalismo,2024-08-30T00:00:00Z,Cerrada,488-97-7898,7394,175
9888,Mal_funcionamiento,2024-09-20T00:00:00Z,Abierta,983-85-4334,12929,141
9889,Vandalismo,2024-01-04T00:00:00Z,Cerrada,849-48-4809,9756,17
9890,Mal_funcionamiento,2024-07-23T00:00:00Z,Abierta,151-41-1474,4310,71
9890,Mal_funcionamiento,2024-07-23T00:00:00Z,Abierta,151-41-1474,12772,71
9890,Mal_funcionamiento,2024-07-23T00:00:00Z,Abierta,151-41-1474,14497,71
9891,Rotura,2023-12-01T00:00:00Z,Abierta,263-97-3043,1422,222
9891,Rotura,2023-12-01T00:00:00Z,Abierta,263-97-3043,5948,222
9892,Vandalismo,2024-03-01T00:00:00Z,Cerrada,338-44-4853,1008,166
9893,Rotura,2024-07-09T00:00:00Z,Cerrada,611-33-6101,757,131
9894,Vandalismo,2023-11-30T00:00:00Z,Cerrada,309-71-8126,14226,216
9895,Vandalismo,2024-06-18T00:00:00Z,Abierta,242-19-0191,12889,35
9895,Vandalismo,2024-06-18T00:00:00Z,Abierta,242-19-0191,13626,35
9896,Rotura,2023-12-02T00:00:00Z,Cerrada,971-66-2166,9203,283
9896,Rotura,2023-12-02T00:00:00Z,Cerrada,971-66-2166,10743,283
9897,Vandalismo,2024-09-13T00:00:00Z,Abierta,943-01-0737,14174,28
9898,Mal_funcionamiento,2024-07-18T00:00:00Z,Abierta,609-32-1841,12182,306
9899,Rotura,2024-04-21T00:00:00Z,Cerrada,938-87-2822,12645,362
9900,Desgaste,2023-11-27T00:00:00Z,Abierta,487-07-5953,8935,346
9901,Mal_funcionamiento,2024-08-06T00:00:00Z,Cerrada,203-01-8534,6265,106
9902,Vandalismo,2024-02-17T00:00:00Z,Abierta,444-70-9484,6876,263
9903,Mal_funcionamiento,2024-01-03T00:00:00Z,Cerrada,472-06-4454,11288,26
9904,Rotura,2024-02-11T00:00:00Z,Abierta,584-73-5142,6779,32
9905,Rotura,2024-01-15T00:00:00Z,Cerrada,362-20-2362,8436,131
9906,Rotura,2024-05-13T00:00:00Z,Cerrada,039-83-1833,4863,114
9906,Rotura,2024-05-13T00:00:00Z,Cerrada,039-83-1833,11273,114
9906,Rotura,2024-05-13T00:00:00Z,Cerrada,039-83-1833,13669,114
9906,Rotura,2024-05-13T00:00:00Z,Cerrada,039-83-1833,14940,114
9907,Mal_funcionamiento,2024-07-10T00:00:00Z,Cerrada,674-45-2059,760,307
9908,Rotura,2024-05-30T00:00:00Z,Cerrada,555-73-3685,8079,286
9909,Desgaste,2024-02-02T00:00:00Z,Abierta,743-07-6297,3637,153
9910,Rotura,2024-01-22T00:00:00Z,Abierta,157-54-5781,14682,307
9911,Mal_funcionamiento,2023-10-29T00:00:00Z,Cerrada,786-16-3738,7874,290
9912,Desgaste,2024-10-03T00:00:00Z,Abierta,768-45-2762,8229,81
9913,Desgaste,2023-10-15T00:00:00Z,Abierta,682-09-9738,1351,280
9913,Desgaste,2023-10-15T00:00:00Z,Abierta,682-09-9738,6414,280
9913,Desgaste,2023-10-15T00:00:00Z,Abierta,682-09-9738,9216,280
9914,Mal_funcionamiento,2023-12-22T00:00:00Z,Abierta,224-46-0448,4229,228
9915,Vandalismo,2023-10-16T00:00:00Z,Cerrada,870-54-8063,4268,268
9916,Rotura,2023-12-02T00:00:00Z,Abierta,472-06-4454,5031,195
9917,Vandalismo,2023-10-22T00:00:00Z,Cerrada,554-02-1293,2415,51
9918,Desgaste,2024-04-13T00:00:00Z,Cerrada,159-40-9669,7820,251
9919,Vandalismo,2024-10-10T00:00:00Z,Cerrada,517-10-9457,14311,109
9920,Vandalismo,2024-08-25T00:00:00Z,Abierta,382-42-7539,1012,280
9921,Vandalismo,2024-05-11T00:00:00Z,Cerrada,132-15-4038,5922,264
9922,Vandalismo,2024-05-25T00:00:00Z,Abierta,699-56-3810,1839,283
9923,Mal_funcionamiento,2023-12-24T00:00:00Z,Cerrada,592-79-8728,8355,140
9924,Desgaste,2024-05-23T00:00:00Z,Abierta,155-13-8200,12268,362
9924,Desgaste,2024-05-23T00:00:00Z,Abierta,155-13-8200,13666,362
9925,Mal_funcionamiento,2024-03-17T00:00:00Z,Abierta,379-41-2828,5826,214
9926,Vandalismo,2024-08-27T00:00:00Z,Abierta,727-86-1610,2304,56
9926,Vandalismo,2024-08-27T00:00:00Z,Abierta,727-86-1610,4738,56
9927,Rotura,2024-01-30T00:00:00Z,Abierta,096-01-7879,7478,299
9928,Mal_funcionamiento,2024-09-07T00:00:00Z,Abierta,204-05-3358,13442,350
9928,Mal_funcionamiento,2024-09-07T00:00:00Z,Abierta,204-05-3358,13969,350
9929,Desgaste,2024-12-07T00:00:00Z,Cerrada,918-97-6649,6424,238
9929,Desgaste,2024-12-07T00:00:00Z,Cerrada,918-97-6649,6726,238
9930,Vandalismo,2024-05-05T00:00:00Z,Abierta,631-92-0423,12268,14
9930,Vandalismo,2024-05-05T00:00:00Z,Abierta,631-92-0423,13666,14
9931,Desgaste,2023-12-29T00:00:00Z,Cerrada,363-92-8806,7446,144
9932,Rotura,2024-09-22T00:00:00Z,Abierta,423-14-2810,6778,225
9933,Desgaste,2024-08-16T00:00:00Z,Abierta,882-44-5658,2862,222
9933,Desgaste,2024-08-16T00:00:00Z,Abierta,882-44-5658,10868,222
9933,Desgaste,2024-08-16T00:00:00Z,Abierta,882-44-5658,14851,222
9934,Rotura,2023-10-16T00:00:00Z,Abierta,012-50-7476,12686,153
9935,Vandalismo,2024-01-13T00:00:00Z,Abierta,977-75-7712,12274,221
9936,Desgaste,2024-02-29T00:00:00Z,Cerrada,417-80-3525,2860,40
9937,Mal_funcionamiento,2024-07-06T00:00:00Z,Abierta,463-54-6968,8660,172
9938,Vandalismo,2024-01-23T00:00:00Z,Cerrada,609-74-9692,9970,225
9939,Mal_funcionamiento,2024-08-14T00:00:00Z,Cerrada,104-52-5427,709,294
9940,Desgaste,2024-07-28T00:00:00Z,Cerrada,413-59-4376,37,195
9940,Desgaste,2024-07-28T00:00:00Z,Cerrada,413-59-4376,4327,195
9941,Desgaste,2024-02-08T00:00:00Z,Abierta,740-82-8577,12892,222
9942,Desgaste,2024-08-29T00:00:00Z,Cerrada,386-78-8491,10300,327
9943,Rotura,2023-11-15T00:00:00Z,Abierta,175-85-8818,9810,147
9943,Rotura,2023-11-15T00:00:00Z,Abierta,175-85-8818,13566,147
9944,Mal_funcionamiento,2024-04-14T00:00:00Z,Cerrada,159-82-3119,9187,112
9945,Vandalismo,2024-09-28T00:00:00Z,Cerrada,098-88-1421,9825,32
9946,Rotura,2024-06-20T00:00:00Z,Abierta,691-46-8188,4850,17
9946,Rotura,2024-06-20T00:00:00Z,Abierta,691-46-8188,8587,17
9947,Mal_funcionamiento,2024-10-09T00:00:00Z,Abierta,892-90-9066,12204,224
